bhk,rent,size,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,posted_on,floor_level,suburb,id
3,15000,1250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Iyyappanthangal,2251
1,9000,400,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Mylapore,2252
2,15000,1234,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Medavakkam,2253
2,12000,870,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Ambattur,2254
2,20000,1162,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,2,Velachery,2255
3,15000,2200,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner,June,1,Irumbuliyur,2256
3,13000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Perambur,2257
1,6800,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,July,1,New Perungalathur,2258
2,9000,600,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,June,1,Ayanavaram,2259
3,14000,1600,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,June,Ground,Mathur,2260
4,55000,2400,Carpet Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,May,1,Thiruvanmiyur,2261
3,50000,1600,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,July,2,Sardar Patel Rd,2262
1,8000,400,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Upper,Poonamallee High Rd,2263
2,16000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Kodambakkam,2264
2,15000,750,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,June,1,Chennai,2265
2,15000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Thirumullaivoyal,2266
1,9000,500,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,K. K. Nagar,2267
1,6500,700,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Ayappakkam,2268
3,17000,1480,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,3,Perumbakkam,2269
3,49000,1700,Carpet Area,Chennai,Furnished,Bachelors,3,Contact Agent,July,7,Sholinganallur,2270
2,15000,830,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Mangadu,2271
3,25000,1425,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Chennai Bypass Rd,2272
3,40000,1550,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,July,1,Mandaveli,2273
1,8000,200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,April,Ground,Annanagar East,2274
2,17500,1200,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Anna Nagar West,2275
3,11000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Medavakkam,2276
2,11000,425,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Washermanpet,2277
3,90000,2300,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,June,2,Gopalapuram,2278
3,150000,2400,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Agent,July,2,ECR,2279
2,25000,1145,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,June,4,Navalur,2280
2,18000,750,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,June,1,Old Mahabalipuram Road,2281
3,17000,1250,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,1,Arcot Rd,2282
2,8500,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Anakaputhur,2283
3,15000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,July,1,Pudupakkam,2284
2,22000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,4,Ashok Nagar,2285
2,15000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Chennai Bypass Rd,2286
2,10000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Anna Nagar,2287
1,5000,250,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Poonamallee High Rd,2288
2,10000,910,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Mannivakkam,2289
3,15000,1350,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,June,1,Kovilambakkam,2290
3,34500,450,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,May,Ground,Teynampet,2291
1,8000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Velachery,2292
3,330000,3600,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,June,3,Boat Club Rd,2293
2,22000,800,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,May,Ground,RA Puram,2294
2,13000,850,Carpet Area,Chennai,Unfurnished,Family,2,Contact Owner,June,Ground,AGS Colony,2295
2,18000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,July,1,Velachery,2296
4,20000,1900,Carpet Area,Chennai,Semi-Furnished,Family,4,Contact Agent,July,5,Old Mahabalipuram Road,2297
2,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Kolathur,2298
2,18000,805,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Gopalapuram,2299
3,16000,1158,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Grand Southern Trunk Rd,2300
1,15000,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Mylapore,2301
2,11000,960,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,1,Kovilambakkam,2302
2,18000,970,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Thoraipakkam,2303
2,9500,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Washermanpet,2304
2,12000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,1,Adambakkam,2305
2,8000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,4,Grand Southern Trunk Rd,2306
2,12000,1100,Carpet Area,Chennai,Semi-Furnished,Family,1,Contact Owner,July,Ground,New Perungalathur,2307
2,16000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Thiruvanmiyur,2308
2,8000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Poonamallee,2309
2,10000,898,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,May,7,Kalavakkam,2310
2,15000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Vadapalani,2311
2,7500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Vandalur,2312
2,16000,870,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Chennai,2313
2,14000,1100,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent,July,17,Old Mahabalipuram Road,2314
2,10000,650,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Chennai,2315
3,25000,1100,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,July,5,100 Feet Rd,2316
2,11500,1250,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,S. Kolathur,2317
2,11000,1145,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Ambattur,2318
2,10000,780,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Madipakkam,2319
1,7000,680,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Old Mahabalipuram Road,2320
2,18000,860,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Ashok Nagar,2321
1,7500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Chennai Bypass Rd,2322
2,7500,750,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Oragadam,2323
2,12000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Chitlapakkam,2324
2,12000,570,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Chennai Bypass Rd,2325
2,40000,1150,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,2,Raja Annamalai Puram,2326
1,5000,350,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Kolathur,2327
1,6500,600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Perambur,2328
3,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Anakaputhur,2329
1,12000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Poonamallee High Rd,2330
2,14000,717,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Sholinganallur,2331
2,13000,660,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Agent,May,Ground,Virugambakkam,2332
1,10000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Navalur,2333
3,15000,1070,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,June,1,Medavakkam,2334
2,15000,1000,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,Ground,Anna Nagar West Extension,2335
2,19000,1500,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Porur,2336
2,15000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Velachery,2337
2,16000,1700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Pallikaranai,2338
2,12000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Chennai Bypass Rd,2339
2,11000,805,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Guntur-Chennai Hwy,2340
2,8000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Kovur,2341
2,10000,1000,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,2,Chennai - Trichy Hwy,2342
3,70000,1500,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,June,1,T. Nagar,2343
3,45000,3200,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,June,Ground,ECR,2344
3,60000,1700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,7,Vadapalani,2345
2,12000,1000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Maduravoyal,2346
3,80000,2036,Super Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,May,6,Mandaveli,2347
2,23999,610,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Agent,July,4,Kannan Colony,2348
2,23000,1100,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,2,Thoraipakkam,2349
2,16000,900,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,April,2,Anna Nagar West,2350
2,14000,840,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Krishna Nagar,2351
3,13000,965,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Mangadu,2352
2,14000,800,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Tiruvottiyur,2353
1,3500,600,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,June,Ground,Pallavaram - Kundrathur Rd,2354
1,8000,320,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Kolathur,2355
2,25000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,Ground,Poonamallee High Rd,2356
2,12000,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Velachery,2357
1,7000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Arcot Rd,2358
3,20000,1400,Carpet Area,Chennai,Semi-Furnished,Family,3,Contact Owner,June,12,Old Mahabalipuram Road,2359
2,18000,1300,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Velachery,2360
2,15000,1125,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,24,Thazhambur,2361
2,11000,780,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,May,1,Mugalivakkam,2362
3,65000,2200,Carpet Area,Chennai,Unfurnished,Bachelors,3,Contact Agent,May,2,Alwarpet,2363
3,75000,2500,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Agent,July,Ground,Mandaveli,2364
1,15000,1300,Super Area,Chennai,Furnished,Bachelors,2,Contact Owner,June,Ground,Anna Nagar,2365
2,12000,619,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,May,1,Grand Southern Trunk Rd,2366
2,8500,700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Ambattur,2367
3,38000,2100,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,2,Ashok Nagar,2368
3,30000,2000,Super Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,June,1,Ashok Nagar,2369
3,25000,2000,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,1,Poonamallee High Rd,2370
2,9000,600,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Arcot Rd,2371
1,7000,300,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,100 Feet Rd,2372
2,25000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,June,2,Anna Nagar,2373
2,8500,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Mathur,2374
1,7000,500,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Ambattur,2375
1,4500,115,Super Area,Chennai,Unfurnished,Bachelors,1,Contact Owner,May,Ground,Choolaimedu,2376
2,22000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,RA Puram,2377
2,10000,600,Super Area,Chennai,Semi-Furnished,Family,1,Contact Owner,May,1,Ambattur,2378
3,85000,1725,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Agent,June,10,MRC Nagar,2379
2,15000,1330,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,1,Madipakkam,2380
3,25000,2064,Super Area,Chennai,Semi-Furnished,Family,4,Contact Owner,July,11,Old Mahabalipuram Road,2381
1,9000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,Ground,Kamakoti Nagar,2382
2,20000,900,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,100 Feet Rd,2383
2,9000,700,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,April,1,Chennai Bypass Rd,2384
2,15000,700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Choolaimedu,2385
3,14000,950,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,3,Grand Southern Trunk Rd,2386
2,8000,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Chitlapakkam,2387
2,12000,750,Super Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,June,Ground,Medavakkam,2388
2,7500,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,April,Ground,Anakaputhur,2389
3,20000,1650,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,July,1,Madipakkam,2390
2,11000,960,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,June,1,Medavakkam,2391
2,11000,1200,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,June,1,Chennai Bypass Rd,2392
2,17500,650,Carpet Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,2,Thiruvanmiyur,2393
2,12000,560,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,Ground,East Tambaram,2394
1,5250,250,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Madipakkam,2395
2,25000,685,Super Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,July,Ground,Alwarpet,2396
2,14000,1021,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,4,Sithalapakkam,2397
3,24000,1200,Carpet Area,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,July,2,Kellys,2398
2,8000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,June,1,Pallikaranai,2399
2,16000,800,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Adambakkam,2400
3,28000,917,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,July,3,Sholinganallur,2401
2,16000,960,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Porur,2402
2,13000,1000,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Medavakkam,2403
2,35000,1000,Super Area,Chennai,Furnished,Bachelors,2,Contact Agent,June,1,Sardar Patel Rd,2404
2,23000,1100,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,June,1,Gopalapuram,2405
2,11000,635,Carpet Area,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,July,2,Mannivakkam,2406
3,25000,1700,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,2,Old Mahabalipuram Road,2407
1,4500,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Kolathur,2408
4,100000,2500,Carpet Area,Chennai,Unfurnished,Bachelors/Family,4,Contact Agent,July,16,Sholinganallur,2409
3,47500,1920,Super Area,Chennai,Semi-Furnished,Family,3,Contact Agent,July,6,Thoraipakkam,2410
3,16500,1850,Super Area,Chennai,Unfurnished,Bachelors,3,Contact Owner,June,1,Nemilichery,2411
2,7000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,East Tambaram,2412
1,8000,700,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Velachery,2413
1,10000,675,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Perambur,2414
3,7000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Ayappakkam,2415
4,100000,3000,Carpet Area,Chennai,Unfurnished,Bachelors,4,Contact Agent,June,1,Sankarapuram First St,2416
2,13000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors,1,Contact Owner,April,Ground,Porur,2417
2,10000,600,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Pammal,2418
2,14000,890,Super Area,Chennai,Unfurnished,Family,2,Contact Owner,July,2,Arcot Rd,2419
3,46000,1700,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,15,Thoraipakkam,2420
4,65000,2000,Carpet Area,Chennai,Semi-Furnished,Bachelors,3,Contact Agent,May,3,Sardar Patel Rd,2421
2,9000,800,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Medavakkam,2422
3,13500,1002,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,June,2,Mangadu,2423
3,29000,1225,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,9,Koyambedu,2424
2,23999,610,Carpet Area,Chennai,Furnished,Bachelors/Family,1,Contact Agent,July,2,Kannan Colony,2425
3,26000,1200,Super Area,Chennai,Semi-Furnished,Family,3,Contact Owner,May,Ground,Thiruvanmiyur,2426
2,8200,850,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Anakaputhur,2427
1,15000,500,Super Area,Chennai,Semi-Furnished,Family,1,Contact Owner,May,1,Royapettah,2428
2,10000,778,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,4,Sholinganallur,2429
2,20000,850,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,June,5,Oragadam,2430
2,15000,800,Carpet Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Adambakkam,2431
2,14000,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Arcot Rd,2432
1,6500,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,April,2,Jawahar Nagar,2433
3,26000,1567,Carpet Area,Chennai,Furnished,Bachelors/Family,3,Contact Owner,June,3,Old Mahabalipuram Road,2434
1,7500,650,Super Area,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Nemilichery,2435
2,14500,1150,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,June,1,Zamin Pallavaram,2436
6,280000,4500,Carpet Area,Chennai,Semi-Furnished,Bachelors,5,Contact Agent,June,Ground,Raja Annamalai Puram,2437
2,12000,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Poonamallee High Rd,2438
3,45000,1450,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Agent,July,1,Mylapore,2439
2,22000,850,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Virugambakkam,2440
1,7000,550,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Sembakkam,2441
2,45000,1200,Super Area,Chennai,Furnished,Bachelors/Family,2,Contact Owner,May,2,Poonamallee High Rd,2442
4,20000,1450,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,May,3,Tiruvottiyur,2443
2,14000,560,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,1,Medavakkam,2444
2,18000,1113,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,2,Ayappakkam,2445
3,20000,1600,Super Area,Chennai,Semi-Furnished,Bachelors/Family,4,Contact Owner,June,Ground,Grand Southern Trunk Rd,2446
1,10000,550,Carpet Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Arumbakkam,2447
2,12000,1200,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Chennai Bypass Rd,2448
2,30000,1100,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Nandanam Extension,2449
2,9000,700,Super Area,Chennai,Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Mugalivakkam,2450
1,12000,650,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Triplicane,2451
3,30000,1500,Carpet Area,Chennai,Semi-Furnished,Family,2,Contact Owner,July,Ground,100 Feet Rd,2452
2,12000,750,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,June,4,Nesapakkam,2453
2,9500,1010,Super Area,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Grand Southern Trunk Rd,2454
3,23000,1060,Carpet Area,Chennai,Unfurnished,Bachelors,2,Contact Owner,June,2,Mogappair East,2455
2,9500,900,Super Area,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Ambattur,2456
2,13500,1000,Super Area,Chennai,Semi-Furnished,Family,2,Contact Owner,June,4,Old Mahabalipuram Road,2457
1,12000,450,Super Area,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,West Mambalam,2458
3,33000,1600,Carpet Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,15,Iyyappanthangal,2459
3,33000,1760,Super Area,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,8,Iyyappanthangal,2460
